id,_origin,name_JP,unit_JP,name,unit,tiles,skins,parse,vals,sort,trait,LV,chance,value,weight,recipeKey,factory,components,defMat,category,tag,detail_JP,detail
sign_spawnThing,sign,特殊立札(物),,editor sign(Thing),,3108,,,,home_sign,EditorSign,,0,,,,,,,,"editor,noWish",,
sign_spawnChara,sign,特殊立札(生物),,editor sign(Creature),,3109,,,,home_sign,EditorSign,,0,,,,,,,,"editor,noWish",,
catTeleport,catalyst,テレポート,,teleport,,1110,,,SpTeleport,item,,,,,,,,,,,,,
catReturn,catalyst,帰還,,return,,1112,,,SpReturn,item,,,,,,,,,,,,,
22,catalyst,脱出,,evacuation,,1112,,,SpEvac,item,,,,,,,,,,,,,
catSteal,catalyst,窃盗,,steal,,1113,,,AI_Steal,item,,,,,,,,,,,,,
19,catalyst,ブレス,,breathe,,1114,,,breathe_Fire,item,,,,,,,,,,,,,
20,catalyst,猫の目,,cat's eyes,,1115,,,SpCatsEye,item,,,,,,,,,,,,,
21,catalyst,軽傷治療,,heal light wound,,1116,,,SpHealLight,item,,,,,,,,,,,,,
wrench_storage,wrench,収納箱用のレンチ《倉庫》,,storage upgrade for storage chest,wrench,1206,,,,item,"Wrench,storage",,,,,,,,,,,★収納箱に使うことで、★収納数の上限を上昇させることができるレンチだ。地面に設置したアイテムに使用する必要がある。,A wrench that can be used to increase the storage capacity of ★Storage Chest. It must be used on an item placed on the ground.
wrench_fridge,wrench,収納箱用のレンチ《冷却》,,cooler upgrade for storage chest,wrench,1206,,,,item,"Wrench,fridge",,,,,,,,,,,★収納箱に使うことで、冷蔵機能を強化することができるレンチだ。地面に設置したアイテムに使用する必要がある。,A wrench that can enhance the refrigeration function of ★Storage Chest. It must be used on an item placed on the ground.
wrench_extend_v,wrench,普通のコンテナ用のレンチ《高さ増設》,,vertical upgrade for common storage,wrench,1206,,,,item,"Wrench,extend_v",,,,,,,,,,,普通のコンテナに使うことで、一度だけ高さを拡張できるレンチだ。地面に設置したアイテムに使用する必要がある。,A wrench that can extend the height of a common container only once. It must be used on an item placed on the ground.
wrench_extend_h,wrench,普通のコンテナ用のレンチ《幅増設》,,horizontal upgrade for common storage,wrench,1206,,,,item,"Wrench,extend_h",,,,,,,,,,,普通のコンテナに使うことで、一度だけ幅を拡張できるレンチだ。地面に設置したアイテムに使用する必要がある。,A wrench that can extend the width of a common container only once. It must be used on an item placed on the ground.
wrench_bed,wrench,ベッド用のレンチ《定員増加》,,capacity upgrade for bed,wrench,1206,,,,item,"Wrench,bed",,,,,,,,,,,ベッドに使うことで、寝れる人数を増やすことができるレンチだ。地面に設置したアイテムに使用する必要がある。,A wrench that can increase the capacity of a bed. It must be used on an item placed on the ground.
wrench_tent_elec,wrench,テント用のレンチ《電力》,,electricity upgrade for tent,wrench,1206,,,,item,"Wrench,tent_elec",,,,,,,,,,,テントに使うことで、テント内に僅かな電力を供給することができるレンチだ。地面に設置したアイテムに使用する必要がある。テントに一度も入っていない状態では使えない。,A wrench that can provide a small amount of power to a tent. It must be used on an item placed on the ground. It cannot be used if you have never entered the tent.
wrench_tent_soil,wrench,テント用のレンチ《土壌》,,soil upgrade for tent,wrench,1206,,,,item,"Wrench,tent_soil",,,,,,,,,,,テントに使うことで、テント内の肥沃度を上昇することができるレンチだ。地面に設置したアイテムに使用する必要がある。テントに一度も入っていない状態では使えない。,A wrench that can increase fertility level inside a tent. It must be used on an item placed on the ground. It cannot be used if you have never entered the tent.
wrench_tent_seabed,wrench,テント用のレンチ《アクアリウム》,,aquarium upgrade for tent,wrench,1206,,,,item,"Wrench,tent_seabed",,,,,,,,,,,テントに使うことで、テントのバイオームを海底に変えることができるレンチだ。地面に設置したアイテムに使用する必要がある。テントに一度も入っていない状態では使えない。,A wrench that can change the biome of tent to the ocean floor. It must be used on an item placed on the ground. It cannot be used if you have never entered the tent.
hat_mushroom,hat,きのこの帽子,,mushroom hat,,"1325,1328,1329",,,,item,,,,,,,,,,,,,
hat_witch,hat,魔女の帽子,,witch's hat,,1326,,,,item,,,,,,,,,,,,,
hat_kumiromi,hat,クミロミハット,,kumiromi hat,,1327,,,,item,,,,,,,,,,,,,
hat_santa,hat,サンタの帽子,,santa hat,,1335,,,,item,,,,,,,,,,,,,
hat_setsubun1,mask,鬼のお面,,oni mask,,4700,,,,item,,,,,,,,,,,,,
hat_setsubun2,mask,おかめのお面,,okame mask,,4701,,,,item,,,,,,,,,,,,,
mask_fox,mask,狐のお面,,fox mask,,4702,,,,item,,,,,,,,,,,,,
mask_hyottoko,mask,ひょっとこのお面,,hyottoko mask,,4703,,,,item,,,,,,,,,,,,,
mask_tengu,mask,天狗のお面,,tengu mask,,4704,,,,item,,,,,,,,,,,,,
mask_jason,mask,殺人鬼の仮面,,serial killer mask,,4705,,,,item,,,,,,,,,,,,,
mask_anon,mask,アノニマスの仮面,,anonymous mask,,4706,,,,item,,,,,,,,,,,,,
mask_pest,mask,ペストマスク,,plague doctor mask,,4707,,,,item,,,,,,,,,,,,,
142,head,,,,,2008,,,,junk,,,,,,,,,,,,,
143,head,,,,,2009,,,,junk,,,,,,,,,,,,,
144,head,,,,,2010,,,,junk,,,,,,,,,,,,,
145,head,,,,,2011,,,,junk,,,,,,,,,,,,,
146,head2,,,,,2703,,,,junk,,,,,,,,,,,,,
147,head2,,,,,2704,,,,junk,,,,,,,,,,,,,
148,head2,,,,,2705,,,,junk,,,,,,,,,,,,,
149,head2,,,,,2706,,,,junk,,,,,,,,,,,,,
150,junk,鍋,,pot,,2300,,,,junk,,,,,,,,scrap,gold,pot,,,
151,junk,鍋,,pot,,2301,,,,junk,,,,,,,,scrap,gold,pot,,,
152,junk,食器の山,,dish pile,,2302,,,,junk,,,,,,,,,,,,,
153,junk,鍋,,pot,,2303,,,,junk,,,,,,,,scrap,iron,pot,,,
154,junk,小さいぬいぐるみ,,small plushie,,2304,,,,junk,,,,,,,,,,,,,
155,junk,,,,,2305,,,,junk,,,,,,,,,,,,,
156,junk,バケツ,,bucket,,2306,,,,junk,,,,,,,,,,,,,
157,terra_globe,地球儀,,globe,,4800,,"anime/4/200,ex/amb_globe",,junk,,,,,,,,,,globe,rareResource,,
158,junk,石くず,,stone rubble,,2308,,,,junk,,,,,,,,,,,,,
159,junk,食器,,tableware,,2309,,,,junk,,,,,,,,,,,,,
160,junk,食器の山,,tableware,pile,2310,,,,junk,,,,,,,,,,,,,
161,junk,汚れた食器,,dirty tableware,,2311,,,,junk,,,,,,,,,,,,,
162,junk,汚れた食器の山,,dirty tableware,pile,2312,,,,junk,,,,,,,,,,,,,
163,junk,小さいぬいぐるみ,,small stuffed toy,,2313,,,,junk,,,,,,,,,,,,,
164,junk,ボール,,bowl,,2314,,,,junk,,,,,,,,,gold,,,,
165,junk,天秤,,iron scale,,2315,,,,junk,,,,,,,,,gold,,,,
166,junk,盃,,cup,,2316,,,,junk,,,,,,,,,gold,,,,
167,junk,ツボ,,vase,,2317,,,,junk,Vase,,,,,,,,gold,,,,
168,junk,盃,,cup,,2318,,,,junk,,,,,,,,,gold,,,,
169,terra_globe,古い地球儀,,old globe,,4804,,"anime/4/200,ex/amb_globe",,junk,,,,,,,,,,globe,,,
170,junk,モダンなオブジェ,,modern art,,2320,,,,junk,,,,,,,,scrap,iron,,,,
171,junk,桶,,bucket,,2321,,,,junk,,,,,,,,,,,,,
172,junk,異国のティーポット,,exotic teapot,,2322,,,,junk,,,,,,,,,,,exotic,,
667,junk,皿,,dish,,2323,,,,junk,,,,,,,,,,,,,
668,junk,汚れた皿,,dirty dish,,2324,,,,junk,,,,,,,,,,,,,
742,junk,ほうき,,broom,,2325,,,,junk,Broom,,,,,,,,,,,,
752,junk,袋,,sack,,2326,,,,junk,Sack,,,,,,,texture,,,,,
753,junk,袋,,sack,,2327,,,,junk,Sack,,,,,,,texture,,,,,
804,junk,葉っぱの皿,,leaf dish,,2329,,,,junk,,5,,250,,,factory_tinker,leaf_palulu,grass,,,,
815,junk,木彫りの像,,wooden figure,,2331,,,,junk,,,,,,,,log/1,cedar,souvenir,,,
816,junk,木彫りの像,,wooden figure,,2332,,,,junk,,,,,,,,log/1,cedar,souvenir,,,
1297,junk,石像,,stone figure,,2355,,,,junk,,28,,,,,factory_stone,rock/3,granite,souvenir,,,
1298,junk,石像,,stone figure,,2356,,,,junk,,28,,,,,factory_stone,rock/3,granite,souvenir,,,
1256,junk,精霊馬,,spirit horse,,2661,,,,junk,,,,,,,,log/1,cedar,souvenir,,,
1257,junk,精霊馬,,spirit horse,,2662,,,,junk,,,,,,,,log/1,cedar,souvenir,,,
835,junk,金貨の山,,coins,pile,2333,,,,junk,,,,,,,,ingot,gold,,,,
836,junk,王冠,,crown,,2334,,,,junk,,30,200,4000,,,,ingot,gold,,rareResource,,
869,junk,ラバーダック,,rubber duck,,2335,,,,junk,,,,,,,,fiber,plastic,,,,
929,junk,ミートミンサー,,meat mincer,,2336,,,,junk,,,,,,,,ingot,iron,,,,
930,junk,墓,,grave,,2337,,,,junk,Grave,,0,1,,,,log,cedar,,,,
950,junk,墓,,grave,,2338,,,,junk,Grave,,0,1,,,,log,cedar,,,,
951,junk,墓,,grave,,2341,,,,junk,Grave,,0,1,,,,log,cedar,,,,
952,junk,墓,,grave,,2342,,,,junk,Grave,,0,1,,,,log,cedar,,,,
931,junk,墓,,grave,,2339,,,,junk,Grave,,0,10,,,,cutstone,granite,,,,
947,junk,墓,,grave,,2340,,,,junk,Grave,,0,10,,,,cutstone,granite,,,,
948,junk,墓,,grave,,2346,,,,junk,Grave,,0,10,,,,cutstone,granite,,,,
949,junk,墓,,grave,,2347,,,,junk,Grave,,0,10,,,,cutstone,granite,,,,
944,junk,墓,,grave,,2343,,,,junk,Grave,,0,50,,,,ingot,gold,,,,
945,junk,墓,,grave,,2344,,,,junk,Grave,,0,50,,,,ingot,gold,,,,
946,junk,墓,,grave,,2345,,,,junk,Grave,,0,50,,,,ingot,gold,,,,
backerGrave,junk,墓,,grave,,2348,,,,junk,Grave,,0,50,,,,ingot,silver,,,,
backerGrave2,junk,墓,,grave,,2349,,,,junk,Grave,,0,50,,,,ingot,silver,,,,
173,junk,かつら,,wig,,2700,,,,junk,,,,,,,,,,,,,
519,junk,かつら,,wig,,2701,,,,junk,,,,,,,,,,,,,
520,junk,かつら,,wig,,2702,,,,junk,,,,,,,,,,,,,
521,junk,かつら,,wig,,2707,,,,junk,,,,,,,,,,,,,
522,junk,かつら,,wig,,2708,,,,junk,,,,,,,,,,,,,
523,junk,かつら,,wig,,2709,,,,junk,,,,,,,,,,,,,
524,junk,かつら,,wig,,2710,,,,junk,,,,,,,,,,,,,
525,junk,三角コーン,,cone,,2711,,,,junk,,,,,,,,,,,,,
574,junk,ミニスノーマン,,mini snowman,,2712,,,,junk,,,,,,,,,,,,,
575,junk,実験器具,,research equipment,,2713,,,,junk,,,,,,,,scrap,iron,,,,
957,junk,ランプ軸,,lamp socket,,"1437,1438",,,,junk,,,,,,,,dye/1,rubinus,,,,
979,junk,置時計,,table clock,,1732,,,,junk,,,,,,,,log,oak,,,,
980,junk,置時計,,table clock,,1733,,,,junk,,,,,,,,log,oak,,,,
1022,junk,チェスボード,,chess board,,1734,,,,junk,,,,,,,,log,oak,,,,
1027,junk,本,,book,,"1735,-1735,1736,-1736",,,,junk,,,,,,,,dye,rubinus,,,,
1068,junk,ヤカン,,kettle,,2350,,,,junk,,,,,,,,ingot,iron,,,,
1074,junk,頭蓋骨,,skull,,2351,,,,junk,,,,,,,,bone,bone,,,,
1075,junk,皿,,dish,,"2353,-2353,2352,-2352",,,,junk,,,,,,,,ingot,plastic,,,,
1153,junk,皿,,dish,,2354,,,,junk,,,,,,,,ingot,plastic,,,,
1236,junk,ボロ布,,ragged cloth,,1850,3,"ex/amb_rag1,anime/3/260",,junk,,,,,,,,texture,wool,,randomSkin,,
1259,junk,折れた刃,,broken sword,,2756,,,,junk,,,,,,,,ingot,iron,,,,
1295,junk,サイコロ,,dice,,"3140,3141,3142,3143,3144,3145",,,,junk,Dice,,,,,,,ingot,plastic,,noHeldDir,,
814,junkFlat,飾られたナイフの箱,,decorated knives,box,2330,,,,junk,,,,,,,,log/1,cedar,,,,
174,junkFlat,ティーセット,,tea set,,2400,,,,junk,,,,,,,,,,,,,
175,junkFlat,冷えたお酒,,chilled drink,,2401,,,,junk,,,,,,,,,,,,,
176,junkFlat,ボール,,bowl,,2402,,,,junk,,,,,,,,log,oak,,,,
177,junkFlat,ティーセット,,tea set,,2403,,,,junk,,,,,,,,,,,,,
178,junkFlat,洗い物,,washing tub,,2404,,,,junk,,,,,,,,,,,,,
179,junkFlat,ボール,,bowl,,2405,,,,junk,,,,,,,,log,oak,,,,
180,junkFlat,洗い物,,washing tub,,2406,,,,junk,,,,,,,,log,oak,,,,
181,junkFlat,石くず,,stone rubble,,2407,,,,junk,,,,,,,,,,,,,
182,junkFlat,木くず,,wood rubble,,2408,,,,junk,,,,,,,,log,oak,,,,
183,junkFlat,木くず,,wood rubble,,2409,,,,junk,,,,,,,,log,oak,,,,
184,junkFlat,骨くず,,bone rubble,,2410,,,,junk,,,,,,,,bone,bone,,,,
185,junkFlat,骨くず,,bone rubble,,2411,,,,junk,,,,,,,,bone,bone,,,,
186,junkFlat,石くず,,stone rubble,,2412,,,,junk,,,,,,,,,,,,,
187,junkFlat,石くず,,stone rubble,,2413,,,,junk,,,,,,,,,,,,,
188,junkFlat,色々な薬品,,chemical,,2414,,,,junk,,,,,,,,,,,,,
189,junkFlat,書簡,,letter,,2415,,,,junk,,,,,,,,fiber,paper,,,,
190,junkFlat,書簡,,letter,,2416,,,,junk,,,,,,,,fiber,paper,,,,
191,junkFlat,紙くず,,paper scrap,,2417,,,,junk,,,,,,,,fiber,paper,,,,
192,junkFlat,工具,,tool,,2418,,,,junk,,,,,,,,,,,,,
193,junkFlat,散らかった本,,book pile,,2419,,,,junk,,,2000,,,,,fiber,grass_forest,,,,
194,junkFlat,研究器具,,research equipment,,2420,,,,junk,,,,,,,,,,,,,
195,junkFlat,帳簿,,ledger,,2421,,,,junk,,,,,,,,fiber,paper,,,,
196,junkFlat,散らかった本,,book pile,,2422,,,,junk,,,2000,,,,,fiber,paper,,,,
197,junkFlat,散らかった本,,book pile,,2423,,,,junk,,,2000,,,,,fiber,paper,,,,
198,junkFlat,ビーカー,,beaker,,2424,,,,junk,,,,,,,,,,,,,
199,junkFlat,ビーカー,,beaker,,2425,,,,junk,,,,,,,,,,,,,
200,junkFlat,ビーカー,,beaker,,2426,,,,junk,,,,,,,,,,,,,
201,junkFlat,ビーカー,,beaker,,2427,,,,junk,,,,,,,,,,,,,
202,junkFlat,盃,,cup,,2428,,,,junk,,,,,,,,,,,,,
203,junkFlat,ボール,,bowl,,2429,,,,junk,,,,,,,,,,,,,
204,junkFlat,散らかった本,,book pile,,2430,,,,junk,,,2000,,,,,fiber,paper,,,,
205,junkFlat,積み重なった書類,,paper pile,,2431,,,,junk,,,,,,,,fiber,paper,,,,
206,junkFlat,散らばった紙,,paper scrap,,2432,,,,junk,,,3000,,,,,fiber,paper,,,,
207,junkFlat,散らばった紙,,paper scrap,,2433,,,,junk,,,3000,,,,,fiber,paper,,,,
208,junkFlat,染み,,stain,,2434,,,,junk,,,,,,,,,,,,,
492,junkFlat,魔法陣,,magic circle,,2435,,,,junk,,,,,,,,,ether,,,,
1087,junkFlat,本の山,,book pile,,2436,,,,junk,,,,,,,,dye,rubinus,,,,
1088,junkFlat,本の山,,book pile,,2437,,,,junk,,,,,,,,dye,rubinus,,,,
495,junkFlat,石くず,,stone rubble,,2438,,,,junk,,,,,,,,rock,diorite,,,,
496,junkFlat,石くず,,stone rubble,,2439,,,,junk,,,,,,,,rock,granite,,,,
526,junkFlat,散らかった本,,cluttered book,,2440,,,,junk,,,2000,,,,,fiber,zylon,,,,
527,junkFlat,カード,,card,,2441,,,,junk,,,,,,,,fiber,paper,,,,
528,junkFlat,カード,,card,,2442,,,,junk,,,,,,,,fiber,paper,,,,
529,junkFlat,空き缶,,empty can,,2443,,,,junk,,,3000,,,,,scrap,copper,,,,
530,junkFlat,砂時計,,sand clock,,2444,,,,junk,,,,,,,,,,,,,
531,junkFlat,本の山,,book pile,,2445,,,,junk,,,,,,,,fiber,paper,,,,
532,junkFlat,ティーポット,,tea pot,,2446,,,,junk,,,,,,,,,,,,,
533,junkFlat,トースター,,toaster,,2447,,,,junk,,,,,,,,scrap,iron,,,,
534,junkFlat,実験器具,,research equipment,,2448,,,,junk,,,,,,,,scrap,iron,,,,
535,junkFlat,花,,flower,,2449,,no_color,,junk,,,,,,,,,,deco,,,
536,junkFlat,花,,flower,,2450,,no_color,,junk,,,,,,,,,,deco,,,
537,junkFlat,花,,flower,,2451,,no_color,,junk,,,,,,,,,,deco,,,
538,junkFlat,花,,flower,,2452,,no_color,,junk,,,,,,,,,,deco,,,
841,junkFlat,花,,flower,,2453,,no_color,,junk,,,,,,,,,,deco,,,
842,junkFlat,書簡,,letter,,2454,,,,junk,,,,,,,,fiber,paper,,,,
843,junkFlat,書簡,,letter,,2455,,,,junk,,,,,,,,fiber,paper,,,,
1099,junkFlat,双眼鏡,,binocular,,2456,,,,item,Binocular,18,50,2200,,,factory_tinker,"ingot/1,glass/4,string/2,microchip/1",iron,_item,,精巧なレンズにより遠くの風景を見ることができる道具だ。グローバルマップで使うこともできる。,tool with a finely crafted lens that allows you to view distant landscapes. Can also be used on the global map.
1100,junkFlat,目覚まし時計,,alarm clock,,2457,,,,junk,,,,,,,,ingot,steel,,,,
1101,junkFlat,コーン,,cone,,2458,,,,junk,,,,,,,,dye,rubinus,,,,
1120,junkFlat,晩酌セット,,evening drink set,,2459,,,,junk,,,,,,,,log,oak,,,,
1177,junk,ビーチボール,,beach ball,,2460,,,,junk,Ball,,,,,,,texture,plastic,,throwWeapon,,
1178,junkFlat,ラバープチ,,rubber putit,,2461,,,,junk,,,,,,,,fiber,plastic,,,,
1179,junkFlat,ラバーカタツムリ,,rubber snail,,2462,,,,junk,,,,,,,,fiber,plastic,,,,
1180,junkFlat,ラッキーキャット,,lucky cat,,2463,,,,junk,,27,,,,,factory_accessory,ingot/2,gold,,,,
209,junkFlat,縄くず,,junk rope,,2600,,,,junk,,,,,,,,fiber,wool,,,,
210,junkFlat,縄くず,,junk rope,,2601,,,,junk,,,,,,,,fiber,wool,,,,
211,junkFlat,散らかった服,,cloth pile,,2602,,,,junk,,,,,,,,texture,wool,,,,
212,junkFlat,タオル,,towel,,2603,,,,junk,,,,,,,,fiber,wool,,,,
213,junkFlat,タオル,,towel,,2604,,,,junk,,,,,,,,fiber,wool,,,,
214,junkFlat,コンパス,,compass,,2605,,,,junk,,,,,,,,,,,,,
215,junkFlat,のこぎり,,saw,,2606,,,,junk,,,,,,,,,,,,,
216,junkFlat,紙,,paper,,2607,,,,junk,,,,,,,,fiber,paper,,,,
217,junkFlat,紙,,paper,,2608,,,,junk,,,,,,,,fiber,paper,,,,
218,junkFlat,紙,,paper,,2609,,,,junk,,,,,,,,fiber,paper,,,,
219,junkFlat,どうでもいい地図,,junk map,,2610,,,,junk,,,,,,,,fiber,paper,,,,
220,junkFlat,どうでもいい巻物,,junk scroll,,2611,,,,junk,,,,,,,,fiber,paper,,,,
221,junkFlat,どうでもいい巻物,,junk scroll,,2612,,,,junk,,,,,,,,fiber,paper,,,,
222,junkFlat,皿,,plate,,2613,,,,junk,,,,,,,,,,,,,
223,junkFlat,皿,,plate,,2614,,,,junk,,,,,,,,,,,,,
224,junkFlat,皿,,plate,,2615,,,,junk,,,,,,,,,,,,,
225,junkFlat,ボール,,Bowl,,2616,,,,junk,,,,,,,,,,,,,
226,junkFlat,ボール,,Bowl,,2617,,,,junk,,,,,,,,,,,,,
227,junkFlat,ペンキ,,paint,can,2618,,,,junk,,,,,,,,,,,,,
228,junkFlat,工具,,tool,,2619,,,,junk,,,,,,,,scrap,iron,,,,
229,junkFlat,工具,,tool,,2620,,,,junk,,,,,,,,scrap,iron,,,,
230,junkFlat,研究器具,,research equipment,,2621,,,,junk,,,,,,,,,,,,,
231,junkFlat,薬のビン,,medicine bottle,,2622,,,,junk,,,,,,,,,,,,,
232,junkFlat,書類,,document,,2623,,,,junk,,,,,,,,fiber,paper,,,,
233,junkFlat,海パン,,sea pants,,2624,,,,junk,,,,,,,,texture,wool,,,,
1130,junkFlat,花束,,bouquet,,"2643,-2643,2644,-2644",,,,junk,,,,,,,,grass,grass,,,,
1131,junkFlat,花束,,bouquet,,"2645,-2645,2646,-2646",,,,junk,,,,,,,,grass,grass,,,,
1294,junkFlat,花束,,bouquet,,2843,,,,junk,Ball,,,,,,,grass,grass,,throwWeapon,,
1143,junkFlat,下駄,,sandal,pair,2647,,,,junk,,,,,,,,log,pine,,exotic,,
1144,junkFlat,草履,,sandal,pair,2648,,,,junk,,,,,,,,grass,grass,,exotic,,
1170,junkFlat,空き缶,,empty can,,2649,,,,junk,,,2000,,,,,scrap,copper,,,,
1186,junkFlat,ライトスタンド,,light stand,,2650,,,,junk,,,,,,,,scrap,gold,,,,
1223,junkFlat,バナナの皮,,banana peel,,2656,,,banana,junk,BananaPeel,,,,,,,fiber,meat,,,,
1203,junkFlat,採掘道具,,mining equipment,,"2651,2652,2653",,,,junk,,,,,,,,scrap,iron,,,,
1216,junkFlat,扇子,,fan,,2654,,,,junk,,,,,,,,texture,paper,,,,
1231,junkFlat,木彫りの熊,,carved wooden bear,,2657,,,,junk,,6,,,,,factory_accessory,log/2,oak,,,,
scrubber,junkFlat,たわし,,scrubber,,2658,,,,junk,,,0,,,,,fiber,oak,,,,
tissue,junkFlat,ティッシュ,,tissue,,2659,,,,junk,,,0,,,,,fiber,soil_blue,,,,
1243,junkFlat,王将,,king piece,,2625,,,,junk,,,0,,,,,plank,pine,,exotic,,
1244,junkFlat,だるま,,foreign doll,,2528,,,,junk,,,0,,,,,log,pine,,exotic,,
1245,junkFlat,ラッキーキャット,,lucky cat,,2529,,,,junk,,,0,,,,,scrap,platinum,,,,
235,junkFlat,北からの漂着物,,flotsam from the north,,2626,,,,junk,,,,,,,,scrap,copper,,,,
236,junkFlat,空き缶,,empty can,,2627,,,,junk,,,2000,,,,,scrap,copper,,,,
237,junkFlat,長靴,,boots,,2628,,,,junk,,,,,,,,,,,,,
725,junkFlat,動物の骨,,animal bone,,2629,,,,junk,,,3000,,,,,bone,bone,,garbage,,
bone_duponne,junkFlat,大食いトドの骨,,hungry sea lion bone,,3004,,unique,,junk,,,0,,,,,bone,bone,,garbage,,
726,junkFlat,空き瓶,,empty bottle,,2630,,no_color,,junk,,,5000,,,,,fragment,glass,,garbage,,
727,junkFlat,空き瓶,,empty bottle,,2631,,no_color,,junk,,,5000,,,,,fragment,glass,,garbage,,
728,junkFlat,空き瓶,,empty bottle,,2632,,no_color,,junk,,,5000,,,,,fragment,glass,,garbage,,
729,junkFlat,散らばった紙,,paper scrap,,2633,,,,junk,,,3000,,,,,fiber,paper,,,,
730,junkFlat,散らばった紙,,paper scrap,,2634,,,,junk,,,3000,,,,,fiber,paper,,,,
738,junkFlat,魚の死骸,,dead fish,,2635,,,,junk,,,3000,,,,,,meat,,,,
849,junkFlat,釣り桶,,fishing bucket,,2636,,,,junk,,,,,,,,log,oak,,,,
861,junkFlat,錨,,anchor,,2637,,,,junk,,,,,,,,,iron,ext,,,
871,junkFlat,浮き輪,,float,,2638,,,,junk,,,,,,,,,plastic,,,,
925,junkFlat,石囲い,,stone circle,,2639,,,,junk,,,,,,,,,granite,,,,
988,junkWall,時計,,clock,,2952,,,,junk,Clock,,,,,,,log/1,cedar,,,,
989,junkWall,時計,,clock,,2953,,ex/amb_clock,,junk,Clock,,,,,,,log/1,cedar,,,,
1065,junkWall,標本,,specimen,,2957,,,,junk,,,,,,,,log/1,oak,,,,
238,junkWall,消火器,,fire extinguisher,,2900,,,,junk,,,,,,,,,,,,,
239,junkWall,バスケット,,basket,,2901,,,,junk,,,,,,,,,,,,,
240,junkWall,バルブ,,valve,,2902,,,,junk,,,,,,,,,,,,,
241,junkWall,時計,,clock,,2903,,ex/amb_clock,,junk,Clock,,,,,,,,,,,,
242,junkWall,浮き輪,,float,,2904,,,,junk,,,,,,,,,,,,,
243,junkWall,壁飾り,,wall decoration,,2905,,,,junk,,,,,,,,,,,,,
244,junkWall,壁飾り,,wall decoration,,2906,,,,junk,,,,,,,,,,,,,
245,junkWall,壁飾り,,wall decoration,,2907,,,,junk,,,,,,,,,,,,,
246,junkWall,壁飾り,,wall decoration,,2908,,,,junk,,,,,,,,,,,,,
247,junkWall,壁飾り,,wall decoration,,2909,,,,junk,,,,,,,,,,,,,
248,junkWall,壁飾り,,wall decoration,,2910,,,,junk,,,,,,,,,,,,,
249,junkWall,蜘蛛の巣,,cobweb,,2911,,,,junk,CobWeb,5,,,200,,loom,"fiber/1,fiber/1,fiber/1",silk,,,,
250,junkWall,蜘蛛の巣,,cobweb,,2912,,,,junk,CobWeb,5,,,200,,loom,"fiber/1,fiber/1,fiber/1",silk,,,,
251,junkWall,蜘蛛の巣,,cobweb,,2913,,,,junk,CobWeb,5,,,200,,loom,"fiber/1,fiber/1,fiber/1",silk,,,,
252,junkWall,壁飾り,,wall decoration,,2914,,,,junk,,,,,,,,,,,,,
253,junkWall,壁飾り,,wall decoration,,2915,,,,junk,,,,,,,,,,,,,
254,junkWall,壁飾り,,wall decoration,,2916,,,,junk,,,,,,,,,,,,,
255,junkWall,壁飾り,,wall decoration,,2917,,,,junk,,,,,,,,,,,,,
256,junkWall,きのこ,,mushroom,,2918,,,,junk,,,,,,,,,,,,,
257,junkWall,壁飾り,,wall decoration,,2919,,,,junk,,,,,,,,,,,,,
258,junkWall,電話,,phone,,2920,,,,junk,Phone,,,,,,,,,,,,
259,junkWall,カバン,,backpack,,2921,,,,junk,,,,,,,,,,,,,
807,junkWall,武器の装飾,,weapon decoration,,2922,,,,junk,,,,,,,,,,,,,
808,junkWall,武器の装飾,,weapon decoration,,2923,,,,junk,,,,,,,,,,,,,
809,junkWall,武器の装飾,,weapon decoration,,2924,,,,junk,,,,,,,,,,,,,
810,junkWall,矢筒,,quiver,,2925,,,,junk,"Quiver,2,4,quiver",,,,,,,,,,,,
820,junkWall,張り紙,,poster,,2926,,,,junk,,,,,100,,,,,,,,
821,junkWall,張り紙,,poster,,2927,,,,junk,,,,,100,,,,,,,,
822,junkWall,張り紙,,poster,,2928,,,,junk,,,,,100,,,,,,,,
823,junkWall,落書き,,scribble,,2934,,,,junk,,,,,100,,,log,oak,,,,
824,junkWall,落書き,,scribble,,2935,,,,junk,,,,,100,,,log,oak,,,,
825,junkWall,落書き,,scribble,,2936,,,,junk,,,,,100,,,log,oak,,,,
826,junkWall,落書き,,scribble,,2937,,,,junk,,,,,100,,,log,oak,,,,
278,junkWall,張り紙,,poster,,2929,,,,junk,,,,,100,,,,,,,,
279,junkWall,張り紙,,poster,,2930,,,,junk,,,,,100,,,,,,,,
640,junkWall,落書き,,scribble,,2931,,,,junk,,,,,100,,,log,oak,,,,
641,junkWall,落書き,,scribble,,2932,,,,junk,,,,,100,,,log,oak,,,,
642,junkWall,落書き,,scribble,,2933,,,,junk,,,,,100,,,log,oak,,,,
943,junkWall,落書き,,scribble,,3033,,,,junk,,,,,100,,,log,oak,,,,
852,junkWall,ドアベル,,door bell,,3044,,anime/4/100/8,,junk,"DoorBell,door_bell",,,,,,,log,oak,,,,
853,junkWall,風鈴,,wind chime,,3048,,"ex/amb_windchime1,anime/4/200/10",,junk,,,,,,,,glass,glass,,,,
854,junkWall,風鈴,,wind chime,,3040,,"ex/amb_windchime2,anime/4/200/10",,junk,,,,,,,,glass,glass,,,,
